network_arc_id,short_code,name,description,subtype,entity_type_id,schematic_type_id,hydrologic_region_id,boundary_condition,from_node,to_node,length_m,has_tiers,is_main,has_gis_data,entity_version_id,source_ids,watershed_short_code,unimp_sv_variable,has_mif,has_eflows,channel_class
C_PTH020,Putah Creek,,Stream,2,1,1,,PTH020,PTH015,8046.71998254455,,,1,1,1,"{1,3,4}",,,false,false,
C_PTH024,Putah Creek,,Stream,2,1,1,,PTH024,PTH021,4750.01231595891,,,1,1,1,"{1,3,4}",,,false,false,
C_PTH070,Putah Creek,,Stream,2,1,1,,PTH070,BRYSA,91192.2333404787,,,1,1,1,"{1,3,4}",,,false,false,
C_PYR001,Pyramid Creek,,Stream,2,1,1,,PYR001,SFA079,1669.80144475877,,,1,1,1,"{1,3,4}",,,false,false,
C_RCK001,Rock Creek,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_RCT007,Rock Creek Tunnel,,,2,1,1,,RCT007,NFF037,3354.77799290088,,,1,1,1,"{1,3,4}",,,false,false,
C_RFS13,Return Flow Split,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_RFS17,Return Flow Split,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_RLIEF,Summit Creek,,Stream,2,1,2,,RLIEF,MFS048,1721.28987425248,,,1,1,1,"{1,3,4}",,,false,false,
C_RLT007,Ralston Powerhouse Tailrace,,Stream,2,1,1,,RLT007,RUB001,35.7025853836508,,,1,1,1,"{1,3,4}",,,false,false,
C_RRT000,Rubicon-Rockbound Tunnel,,Canal,2,1,1,,RRT000,LRB005,921.496684489012,,,1,1,1,"{1,3,4}",,,false,false,
C_RSL001B,Indian Slough,,Stream,2,1,1,,RSL001,RSL004,11420.308807511,,,1,1,1,"{1,3,4}",,,false,false,
C_RUB002,Rubicon River,,Stream,2,1,1,,RUB002,RUB001,1029.01473063852,,,1,1,1,"{1,3,4}",,,false,false,
C_RUB005,Rubicon River,,Stream,2,1,1,,RUB005,RUB004,2641.12172303375,,,1,1,1,"{1,3,4}",,,false,false,
C_RUB031,Rubicon River,,Stream,2,1,1,,RUB031,RUB023,12534.9222386557,,,1,1,1,"{1,3,4}",,,false,false,
C_RUB044,Rubicon River,,Stream,2,1,1,,RUB044,RUB041,3659.00751694422,,,1,1,1,"{1,3,4}",,,false,false,
C_RVC000,Richvale ID - Buttler Canal,,Canal,2,1,1,,RVC000,RVC005,7364.97312011841,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC000,Sacramento River,,Stream,2,1,1,SAC,SAC000,CHIPPS,,,,1,1,1,"{1,3,4}",SAC_LOWER,UNIMP_SRBB,false,true,stream
C_SAC007,Sacramento River,,Stream,2,1,1,SAC,SAC007,SAC003,6437.37595516694,,,1,1,1,"{1,3,4}",SAC_LOWER,UNIMP_SRBB,false,false,stream
C_SAC017,Sacramento River,,Stream,2,1,1,,SAC017,SAC011,9256.70836743719,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC029A,Sacramento River,,Stream,2,1,1,,SAC029,SAC022,11458.3682729878,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC030,Sacramento River,,Stream,2,1,1,,SAC030,SAC029,973.303383042203,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC041,Sacramento River at Hood,,Stream,2,1,1,DELTA,SAC041,SAC036,8046.71999659973,,,1,1,1,"{1,3,4}",SAC_LOWER,UNIMP_SRBB,false,false,stream
C_SAC049,"Sacramento River downstream of American River, at Freeport",,Stream,2,1,1,SAC,SAC049,SAC048,1364.91856781194,,,1,1,1,"{1,3,4}",SAC_LOWER,UNIMP_SRBB,true,true,stream
C_SAC053,Sacramento River,,Stream,2,1,1,,SAC053,SAC050,4827.87098246476,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC061,Sacramento River,,Stream,2,1,1,,SAC061,SAC057,8262.09210151904,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC063,Sacramento River,,Stream,2,1,1,,SAC063,SAC062,625.165385534433,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC065,Sacramento River,,Stream,2,1,1,,SAC065,SAC064,3379.84031239653,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC074,Sacramento River,,Stream,2,1,1,,SAC074,SAC066,12280.8297192622,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC077,Sacramento River,,Stream,2,1,1,,SAC077,SAC075,3218.44653964038,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC081,Sacramento River,,Stream,2,1,1,,SAC081,SAC078,5080.6451550226,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC083,Sacramento River,,Stream,2,1,1,SAC,SAC083,SAC082,1579.90198593392,,,1,1,1,"{1,3,4}",SAC_LOWER,UNIMP_SRBB,false,false,stream
C_SAC091,Sacramento River,,Stream,2,1,1,,SAC091,SAC085,9152.87796426811,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC093,Sacramento River,,Stream,2,1,1,,SAC093,SAC092,586.123240220915,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC099,Sacramento River,,Stream,2,1,1,,SAC099,SAC097,3545.12444054996,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC109,Sacramento River,,Stream,2,1,1,,SAC109,SAC106,4346.49830360606,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC120,Sacramento River,,Stream,2,1,1,SAC,SAC120,SAC115,9547.47633897296,,,1,1,1,"{1,3,4}",SAC_LOWER,UNIMP_SRBB,false,false,stream
C_SAC122,Sacramento River,,Stream,2,1,1,SAC,SAC122,SAC121,1433.25104932103,,,1,1,1,"{1,3,4}",SAC_LOWER,UNIMP_SRBB,true,true,stream
C_SAC134,Sacramento River,,Stream,2,1,1,,SAC134,SAC129,8046.71998543938,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC141,Sacramento River,,Stream,2,1,1,,SAC141,SAC136,6719.23646577633,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC148,Sacramento River,,Stream,2,1,1,SAC,SAC148,SAC146,3413.83922573421,,,1,1,1,"{1,3,4}",SAC_LOWER,UNIMP_SRBB,true,true,stream
C_SAC159,Sacramento River,,Stream,2,1,1,,SAC159,SAC154,8594.37782674483,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC168,Sacramento River,,Stream,2,1,1,,SAC168,SAC162,9656.0639217799,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC174,Sacramento River,,Stream,2,1,1,,SAC174,SAC169,7677.14555225064,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC182,Sacramento River,,Stream,2,1,1,,SAC182,SAC178,6437.37594733941,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC188,Sacramento River,,Stream,2,1,1,,SAC188,SAC185,4242.9711070621,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC195,Sacramento River,,Stream,2,1,1,,SAC195,SAC193,4837.96816056265,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC201,Sacramento River,,Stream,2,1,1,SAC,SAC201,SAC196,9126.65301931873,,,1,1,1,"{1,3,4}",SAC_LOWER,UNIMP_SRBB,false,false,stream
C_SAC214,Sacramento River,,Stream,2,1,1,,SAC214,SAC207,11987.3224014946,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC218,Sacramento River,,Stream,2,1,1,,SAC218,SAC217,1544.60569602671,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC228,Sacramento River,,Stream,2,1,1,,SAC228,SAC224,6463.47188917418,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC232,Sacramento River,,Stream,2,1,1,,SAC232,SAC229,5398.74856580162,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC247,Sacramento River,,Stream,2,1,1,,SAC247,SAC240,11668.9121385668,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC254,Sacramento River,,Stream,2,1,1,,SAC254,SAC250,6647.60722307837,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC259,Sacramento River,,Stream,2,1,1,,SAC259,SAC257,2783.01124799203,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC269,Sacramento River,,Stream,2,1,1,,SAC269,SAC265,5699.67772521279,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC273,Sacramento River,,Stream,2,1,1,,SAC273,SAC271,4284.23624948776,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC277,Sacramento River,,Stream,2,1,1,,SAC277,SAC275,4040.04748925568,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC287,Sacramento River,,Stream,2,1,1,,SAC287,SAC281,8934.33030039032,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC294,Sacramento River,,Stream,2,1,1,,SAC294,SAC289,8547.94920782837,,,1,1,1,"{1,3,4}",,,false,false,
C_SAC299,Sacramento River,,Stream,2,1,1,,SAC299,SAC296,4634.64143187482,,,1,1,1,"{1,3,4}",,,false,false,
C_SAL006,Salt Slough,,Stream,2,1,2,,SAL006,SJR127,9384.61347602712,,,1,1,1,"{1,3,4}",,,false,false,
C_SBA000,,,,2,1,,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_SBA009,,,,2,1,,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_SBA016,,,,2,1,,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_SBA019,,,,2,1,,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_SBA020,,,,2,1,,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_SBA029,,,,2,1,,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_SBA036,,,,2,1,,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_SBP012,Sutter Bypass,,Bypass,2,1,1,,SBP012,SSL001,17322.087891181,,,1,1,1,"{1,3,4}",,,false,false,
C_SBP018,Sutter Bypass,,Bypass,2,1,1,,SBP018,SBP014,6437.37598948458,,,1,1,1,"{1,3,4}",,,false,false,
C_SBP024,Sutter Bypass,,Bypass,2,1,1,,SBP024,SBP021,4455.39200175394,,,1,1,1,"{1,3,4}",,,false,false,
C_SBP031,Sutter Bypass,,Bypass,2,1,1,,SBP031,SBP028,5592.35749243028,,,1,1,1,"{1,3,4}",,,false,false,
C_SCR002,Secret Ravine,,Stream,2,1,1,,SCR002,DCK012,10795.7931388036,,,1,1,1,"{1,3,4}",,,false,false,
C_SCT001,Slate Creek Tunnel,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_SCW004,South Fork Cottonwood Creek,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_SCW008,South Fork Cottonwood Creek,,Stream,2,1,1,,SCW008,CWD009,12588.8664294363,,,1,1,1,"{1,3,4}",,,false,false,
C_SDT000,South Fork Stanislaus Diversion Tunnel,,,2,1,2,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_SFA011,South Fork American River,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_SFA017,South Fork American River,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_SFA030,South Fork American River,,Stream,2,1,1,,SFA030,FOLSM,47549.2309163967,,,1,1,1,"{1,3,4}",,,false,false,
C_SFA035,South Fork American River,,Stream,2,1,1,,SFA035,SFA032,3684.99137339075,,,1,1,1,"{1,3,4}",,,false,false,
C_SFA044,South Fork American River,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_SFA045,South Fork American River,,Stream,2,1,1,,SFA045,SFA040,3130.64362960205,,,1,1,1,"{1,3,4}",,,false,false,
C_SFA048,South Fork American River,,Stream,2,1,1,,SFA048,SFA046,3914.01553354849,,,1,1,1,"{1,3,4}",,,false,false,
C_SFA063,South Fork American River,,Stream,2,1,1,,SFA063,SFA059,6125.24666221474,,,1,1,1,"{1,3,4}",,,false,false,
C_SFA066,South Fork American River,,Stream,2,1,1,,SFA066,SFA065,965.006550930998,,,1,1,1,"{1,3,4}",,,false,false,
C_SFA076,South Fork American River,,Stream,2,1,1,,SFA076,SFA068,13352.2532686779,,,1,1,1,"{1,3,4}",,,false,false,
C_SFA085,South Fork American River,,Stream,2,1,1,,SFA084,SFA079,9445.0538703858,,,1,1,1,"{1,3,4}",,,false,false,
C_SFF002,South Fork Feather River,,Stream,2,1,1,,SFF002,FTR074,3949.50054303062,,,1,1,1,"{1,3,4}",,,false,false,
C_SFF011,South Fork Feather River,,Stream,2,1,1,,SFF011,SFF008,5281.00770918914,,,1,1,1,"{1,3,4}",,,false,false,
C_SFF019,South Fork Feather River,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_SFF020,South Fork Feather River,,Stream,2,1,1,,SFF020,SFF018,2548.90091646301,,,1,1,1,"{1,3,4}",,,false,false,
C_SFF029,South Fork Feather River,,Stream,2,1,1,,SFF029,SFF028,183.471475460811,,,1,1,1,"{1,3,4}",,,false,false,
C_SFM003,South Fork Mokelumne River,,Stream,2,1,2,,SFM003,MFM001,4405.13357635813,,,1,1,1,"{1,3,4}",,,false,false,
C_SFR004,South Fork Rubicon River,,Stream,2,1,1,,SFR004,RUB023,8011.19796306067,,,1,1,1,"{1,3,4}",,,false,false,
C_SFR006,South Fork Rubicon River,,Stream,2,1,1,,SFR006,SFR005,1976.02401465956,,,1,1,1,"{1,3,4}",,,false,false,
C_SFS033,South Fork Stanislaus River,,Stream,2,1,2,,SFS033,SFS030,4361.63593346619,,,1,1,1,"{1,3,4}",,,false,false,
C_SFT002,South Fork Tuolumne River,,Stream,2,1,2,,SFT002,TUO097,4016.28411455169,,,1,1,1,"{1,3,4}",,,false,false,
C_SFY007,South Yuba River,,Stream,2,1,1,,SFY007,YUB030,11649.6817314132,,,1,1,1,"{1,3,4}",,,false,false,
C_SFY040,South Yuba River,,Stream,2,1,1,,SFY040,SFY033,12235.8305122111,,,1,1,1,"{1,3,4}",,,false,false,
C_SFY043,South Yuba River,,Stream,2,1,1,,SFY043,SPLDG,997.261579016788,,,1,1,1,"{1,3,4}",,,false,false,
C_SFY048,South Yuba River,,Stream,2,1,1,,SFY048,SFY044,6828.08089684327,,,1,1,1,"{1,3,4}",,,false,false,
C_SHSTA,Sacramento River below Shasta,,Stream,2,1,1,SAC,SHSTA,SAC301,14053.8007973605,,,1,1,1,"{1,3,4}",SAC_UPPER,UNIMP_SHAS,false,false,reservoir_release
C_SJR006,San Joaquin River,,Stream,2,1,1,,SJR006,SAC000,9656.08330299599,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR013,San Joaquin River,,Stream,2,1,1,SJR,SJR013,SJR009,6437.24171052345,,,1,1,1,"{1,3,4}",SAN_JOAQUIN,UNIMP_SJ,false,false,stream
C_SJR023,San Joaquin River,,Stream,2,1,1,,SJR023,SJR022,2559.39300092114,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR028,San Joaquin River,,Stream,2,1,1,,SJR028,SJR026,3756.44744163546,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR038,San Joaquin River,,Stream,2,1,1,,SJR038,SJR033,7948.56409471224,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR043,San Joaquin River,,Stream,2,1,2,,SJR043,SJR042,2003.93538894639,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR053A,San Joaquin River,,Stream,2,1,2,,SJR053,SJR048,8582.50948273297,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR056,San Joaquin River inflow to Delta,,Stream,2,1,1,DELTA,SJR056,SJR053,4278.82190724643,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR070,San Joaquin River at Vernalis,,Stream,2,1,2,SJR,SJR070,SJR062,13155.7009321381,,,1,1,1,"{1,3,4}",SAN_JOAQUIN,UNIMP_SJ,true,true,stream
C_SJR075,San Joaquin River,,Stream,2,1,2,,SJR075,SJR072,3783.50716422691,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR082,San Joaquin River,,Stream,2,1,2,,SJR082,SJR081,433.974712109888,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR090,San Joaquin River,,Stream,2,1,2,,SJR090,SJR087,4328.68900799953,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR096,San Joaquin River,,Stream,2,1,2,,SJR096,SJR091,7954.73533601585,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR102,San Joaquin River,,,2,1,2,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_SJR105,San Joaquin River,,Stream,2,1,2,,SJR105,SJR101,6690.66711174396,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR111,San Joaquin River,,Stream,2,1,2,,SJR111,SJR106,7357.9595622524,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR115,San Joaquin River,,Stream,2,1,2,SJR,SJR115,SJR114,2640.25382631199,,,1,1,1,"{1,3,4}",SAN_JOAQUIN,UNIMP_SJ,false,false,stream
C_SJR117,San Joaquin River,,Stream,2,1,2,,SJR117,SJR116,1908.80061008585,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR123,San Joaquin River,,Stream,2,1,2,,SJR123,SJR119,6629.06654957698,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR131,San Joaquin River,,Stream,2,1,2,,SJR131,SJR127,6503.248882581,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR141,San Joaquin River,,Stream,2,1,2,,SJR141,SJR134,11682.3915860436,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR152,San Joaquin River,,Stream,2,1,2,,SJR152,SJR145,10723.0855004231,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR166,San Joaquin River,,Stream,2,1,2,,SJR166,SJR157,15195.0836575284,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR179,San Joaquin River,,Stream,2,1,2,,SJR179,SJR173,9973.25522988949,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR185,San Joaquin River,,Stream,2,1,2,,SJR185,SJR180,8046.73605686957,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR195,San Joaquin River,,Stream,2,1,2,,SJR195,SJR192,4927.01804139812,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR200,San Joaquin River,,Stream,2,1,2,,SJR200,SJR198,3218.6944550385,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR205,"San Joaquin River, flow below bifurcation to Mendota Pool",,Stream,2,1,2,SOD,SJR205,MDOTA,4114.91094389416,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR214,San Joaquin River,,Stream,2,1,2,,SJR214,SJR213,171.128564081629,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR225,San Joaquin River,,Stream,2,1,2,SJR,SJR225,SJR221,6647.82975828583,,,1,1,1,"{1,3,4}",SAN_JOAQUIN,UNIMP_SJ,false,false,stream
C_SJR235,San Joaquin River,,Stream,2,1,2,,SJR235,SJR227,13632.529141613,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR249,San Joaquin River,,Stream,2,1,2,,SJR249,SJR242,11265.4305474335,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR258,San Joaquin River,,Stream,2,1,2,,SJR258,SJR256,3363.68565732413,,,1,1,1,"{1,3,4}",,,false,false,
C_SJR265,San Joaquin River,,Stream,2,1,2,,SJR265,SJR263,2270.86460884232,,,1,1,1,"{1,3,4}",,,false,false,
C_SLC003,South Fork Long Canyon Creek,,Stream,2,1,1,,SLC003,SLC002,79.8460687875082,,,1,1,1,"{1,3,4}",,,false,false,
C_SLF009,Silver Fork American River,,Stream,2,1,1,,SLF009,SFA006,3512.1489766944,,,1,1,1,"{1,3,4}",,,false,false,
C_SLF014,Silver Fork American River,,Stream,2,1,1,,SLF015,SLF010,6180.3054718869,,,1,1,1,"{1,3,4}",,,false,false,
C_SLO007,Salado Creek,,Stream,2,1,2,,SLO007,SLO000,11983.966165418,,,1,1,1,"{1,3,4}",,,false,false,
C_SLT009,Slate Creek,,Stream,2,1,1,,SLT009,SLT008,154.5484990822,,,1,1,1,"{1,3,4}",,,false,false,
C_SLUIS,San Luis Canal,,Canal,2,1,2,,SLUIS,CAA069,3848.50651628725,,,1,1,1,"{1,3,4}",,,false,false,
C_SLV006,Silver Creek,,Stream,2,1,1,,SLV006,SLV005,560.0927245393,,,1,1,1,"{1,3,4}",,,false,false,
C_SLV014,Silver Creek,,Stream,2,1,1,,SLV014,SLV007,13805.0434665177,,,1,1,1,"{1,3,4}",,,false,false,
C_SLV016,Silver Creek,,Stream,2,1,1,,SLV016,SLV015,391.304818035404,,,1,1,1,"{1,3,4}",,,false,false,
C_SLYCK,Lost Creek,,Stream,2,1,1,,SLYCK,LST004,2683.16541535384,,,1,1,1,"{1,3,4}",,,false,false,
C_SPLDG,South Yuba River,,Stream,2,1,1,,SPLDG,SFY041,920.602247762196,,,1,1,1,"{1,3,4}",,,false,false,
C_SSJ001,"South San Joaquin Main Canal, etc",,Canal,2,1,2,,SSJ001,SSJ004,4492.2867174197,,,1,1,1,"{1,3,4}",,,false,false,
C_SSV013,South Fork Silver Creek,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_STC008,,,,2,1,,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_STC010,,,,2,1,,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_STH000,South Canal,,Canal,2,1,1,,STH000,STH001,621.622733891164,,,1,1,1,"{1,3,4}",,,false,false,
C_STH001_PCWA,South Canal PCWA,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_STH001_PGE,South Canal PGE,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_STH002,South Canal,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_STH002_PCWA,South Canal PCWA,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_STH002_PGE,South Canal PGE,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_STH003,South Canal,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_STH003_PCWA,South Canal PCWA,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_STH003_PGE,South Canal PGE,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_STH004,South Canal,,Canal,2,1,1,,STH004,STH005,2532.79341327048,,,1,1,1,"{1,3,4}",,,false,false,
C_STH005_PCWA,South Canal PCWA,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_STH005_PGE,South Canal PGE,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_STH007,South Canal,,Stream,2,1,1,,STH007,NFA011,549.011067771326,,,1,1,1,"{1,3,4}",,,false,false,
C_STN004,Stony Creek,,Stream,2,1,1,,STN004,SAC193,5937.77962524744,,,1,1,1,"{1,3,4}",,,false,false,
C_STN014,Stony Creek,,Stream,2,1,1,,STN014,STN009,8046.71993999928,,,1,1,1,"{1,3,4}",,,false,false,
C_STN026,Stony Creek,,Stream,2,1,1,SJR,STN026,STN021,7570.78379045238,,,1,1,1,"{1,3,4}",UPPER_STANISLAUS,UNIMP_ST,false,false,stream
C_STS017,Stanislaus River,,Stream,2,1,2,SJR,STS017,STS011,9443.64147185554,,,1,1,1,"{1,3,4}",UPPER_STANISLAUS,UNIMP_ST,false,false,stream
C_STS030,Stanislaus River,,Stream,2,1,2,,STS030,STS020,16093.4722087246,,,1,1,1,"{1,3,4}",,,false,false,
C_STS043,Stanislaus River,,Stream,2,1,2,,STS043,STS036,11265.4305619097,,,1,1,1,"{1,3,4}",,,false,false,
C_STS050,Stanislaus River,,Stream,2,1,2,,STS050,STS048,3732.59444864253,,,1,1,1,"{1,3,4}",,,false,false,
C_STS058,Stanislaus River,,Stream,2,1,2,,STS058,STS053,8775.19886467872,,,1,1,1,"{1,3,4}",,,false,false,
C_STS060,Stanislaus River,,Stream,2,1,2,,STS060,STS059,2587.82413538541,,,1,1,1,"{1,3,4}",,,false,false,
C_STS085,Stanislaus River,,Stream,2,1,2,,STS085,STS072,20464.5028051781,,,1,1,1,"{1,3,4}",,,false,false,
C_STS091,Stanislaus River,,Stream,2,1,2,,STS091,STS090,705.377880998462,,,1,1,1,"{1,3,4}",,,false,false,
C_SVRWD,,,,2,1,,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_SYC000,South Yuba Canal,,Canal,2,1,1,,SYC000,SYC001,1047.72322517475,,,1,1,1,"{1,3,4}",,,false,false,
C_SYC001_PGE,South Yuba Canal PGE,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_SYC002,South Yuba Canal,,Canal,2,1,1,,SYC002,SYC003,112.783234181819,,,1,1,1,"{1,3,4}",,,false,false,
C_SYC003_PGE,South Yuba Canal PGE,,,2,1,1,,,,,,,0,1,1,"{1,3,4}",,,false,false,
C_SYC020,South Fork Deer Creek,,Canal,2,1,1,,SYC020,SFD003,119.44022660621,,,1,1,1,"{1,3,4}",,,false,false,
C_TCC001,Tehama Colusa Canal,,Canal,2,1,1,,TCC001,TCC022,34607.775075432,,,1,1,1,"{1,3,4}",,,false,false,
C_TCC031,Tehama Colusa Canal,,Canal,2,1,1,,TCC031,TCC036,8046.71995449497,,,1,1,1,"{1,3,4}",,,false,false,
C_TCC062,Tehama Colusa Canal,,Canal,2,1,1,,TCC062,TCC066,6207.04060428468,,,1,1,1,"{1,3,4}",,,false,false,
C_TCC081,Tehama Colusa Canal,,Canal,2,1,1,,TCC081,TCC085,7163.35324887844,,,1,1,1,"{1,3,4}",,,false,false,
C_TFR000,"Texas, Fall, and Rucker Creeks",,Stream,2,1,1,,TFR000,SFY033,6629.30144472335,,,1,1,1,"{1,3,4}",,,false,false,
C_TGC002,Tiger Creek,,Stream,2,1,2,,TGC002,NFM012,3154.25453792644,,,1,1,1,"{1,3,4}",,,false,false,
C_TGR000,Tiger Creek Regulatory Canal (MokAque),,Canal,2,1,2,,TGR000,TGR001,273.552518024825,,,1,1,1,"{1,3,4}",,,false,false,
C_TGR002,Tiger Creek Regulatory Canal (MokAque),,Canal,2,1,2,,TGR002,TGR006,7396.81340154486,,,1,1,1,"{1,3,4}",,,false,false,
C_TGR021,Tiger Creek Powerhouse Tailrace,,Stream,2,1,2,,TGR021,NFM011,76.3794807034542,,,1,1,1,"{1,3,4}",,,false,false,
C_THM012,Thomes Creek,,Stream,2,1,1,,THM012,THM005,11265.4078795498,,,1,1,1,"{1,3,4}",,,false,false,
C_THM021,Thomes Creek,,Stream,2,1,1,,THM021,THM017,6437.37594680442,,,1,1,1,"{1,3,4}",,,false,false,
C_THM028,Thomes Creek,,Stream,2,1,1,,THM028,THM026,2890.19239920237,,,1,1,1,"{1,3,4}",,,false,false,
C_THRMF,Power Canal,,Canal,2,1,1,,THRMF,THRMA,2829.00486512312,,,1,1,1,"{1,3,4}",,,false,false,
C_TRNSF,Los Vaqueros Pipeline,,Canal,2,1,1,,TRNSF,LVP007,11362.0542383403,,,1,1,1,"{1,3,4}",,,false,false,
C_TTC000,Toadtown Canal,,Canal,2,1,1,,TTC000,TTC002,3576.09695368081,,,1,1,1,"{1,3,4}",,,false,false,
C_TULOC,Stanislaus River,,Stream,2,1,2,,TULOC,STS060,340.000859262911,,,1,1,1,"{1,3,4}",,,false,false,
C_TUO004,Tuolumne River,,Stream,2,1,2,,TUO004,TUO003,1180.73851192587,,,1,1,1,"{1,3,4}",,,false,false,
C_TUO015,Tuolumne River,,Stream,2,1,2,,TUO015,TUO010,8046.73606807605,,,1,1,1,"{1,3,4}",,,false,false,
C_TUO022,Tuolumne River,,Stream,2,1,2,,TUO022,TUO017,8671.03480652869,,,1,1,1,"{1,3,4}",,,false,false,
C_TUO036,Tuolumne River,,Stream,2,1,2,,TUO036,TUO030,9656.08324268887,,,1,1,1,"{1,3,4}",,,false,false,
